,Id,Student_id,Professor_id,Area,Title
2966,2967,8905,31,Security,Security 87
2967,2968,2890,166,Memory Analysis,Memory Analysis 16
2968,2969,8188,172,Machine Learning,Machine Learning 30
2969,2970,253,63,Modelling,Modelling 76
2970,2971,5053,173,Big Data,Big Data 9
2971,2972,5139,23,Operating Systems,Operating Systems 23
2972,2973,3553,196,Autonomus Multi-Robot,Autonomus Multi-Robot 72
2973,2974,7944,55,Human Computer Interaction,Human Computer Interaction 89
2974,2975,7313,125,Memory Analysis,Memory Analysis 16
2975,2976,6107,197,Algorithms Analysis,Algorithms Analysis 84
2976,2977,6591,123,Human Computer Interaction,Human Computer Interaction 70
2977,2978,7422,116,Human Computer Interaction,Human Computer Interaction 30
2978,2979,9003,117,Grid Computing,Grid Computing 53
2979,2980,4265,58,Cluster Computing,Cluster Computing 63
2980,2981,2179,118,CPU Analysis,CPU Analysis 96
2981,2982,8966,198,NLP,NLP 8
2982,2983,7368,150,NLP,NLP 52
2983,2984,4292,68,Human Computer Interaction,Human Computer Interaction 88
2984,2985,5008,80,Artifficial Intelligence,Artifficial Intelligence 94
2985,2986,5442,41,Animation,Animation 90
2986,2987,1260,174,Autonomous Robotics,Autonomous Robotics 57
2987,2988,7545,48,Unity Games,Unity Games 100
2988,2989,918,127,Drivers,Drivers 71
2989,2990,7316,35,Memory Analysis,Memory Analysis 17
2990,2991,1295,99,Autonomous Robotics,Autonomous Robotics 16
2991,2992,9593,130,Drivers,Drivers 47
2992,2993,4233,173,Cluster Computing,Cluster Computing 50
2993,2994,9116,123,Human Computer Interaction,Human Computer Interaction 1
2994,2995,6689,24,Big Data,Big Data 82
2995,2996,3276,11,Big Data,Big Data 30
2996,2997,9401,61,Artifficial Intelligence,Artifficial Intelligence 27
2997,2998,7935,131,Autonomus Multi-Robot,Autonomus Multi-Robot 90
2998,2999,6461,157,NLP,NLP 29
2999,3000,6995,121,Artifficial Intelligence,Artifficial Intelligence 41
3000,3001,9004,2,Algorithms Analysis,Algorithms Analysis 8
3001,3002,9690,126,Memory Analysis,Memory Analysis 22
3002,3003,7838,117,Grid Computing,Grid Computing 54
3003,3004,1831,176,Unity Games,Unity Games 91
3004,3005,4610,178,Autonomous Robotics,Autonomous Robotics 46
3005,3006,6748,180,Autonomous Robotics,Autonomous Robotics 32
3006,3007,9082,170,CPU Analysis,CPU Analysis 45
3007,3008,5044,145,Algorithms Analysis,Algorithms Analysis 45
3008,3009,6623,184,Containers,Containers 79
3009,3010,6526,176,Animation,Animation 79
3010,3011,9365,7,Grid Computing,Grid Computing 86
3011,3012,97,130,Drivers,Drivers 95
3012,3013,2041,191,Unity Games,Unity Games 11
3013,3014,6730,159,CPU Analysis,CPU Analysis 86
3014,3015,8289,24,Cluster Computing,Cluster Computing 8
3015,3016,595,99,Autonomus Multi-Robot,Autonomus Multi-Robot 22
3016,3017,6621,63,Unity Games,Unity Games 66
3017,3018,1055,172,Machine Learning,Machine Learning 40
3018,3019,9487,5,Algorithms Analysis,Algorithms Analysis 94
3019,3020,9695,193,Operating Systems,Operating Systems 54
3020,3021,8161,42,CPU Analysis,CPU Analysis 53
3021,3022,8734,142,Compilers,Compilers 32
3022,3023,3252,136,CPU Analysis,CPU Analysis 4
3023,3024,9391,128,Semantic Web,Semantic Web 4
3024,3025,2810,138,Algorithms Analysis,Algorithms Analysis 86
3025,3026,8094,140,Human Computer Interaction,Human Computer Interaction 76
3026,3027,2903,115,Animation,Animation 43
3027,3028,7204,191,Animation,Animation 30
3028,3029,2199,130,Compilers,Compilers 29
3029,3030,4105,3,Drivers,Drivers 1
3030,3031,8573,121,Machine Learning,Machine Learning 93
3031,3032,8952,49,Animation,Animation 79
3032,3033,9755,110,Machine Learning,Machine Learning 87
3033,3034,4382,3,Operating Systems,Operating Systems 62
3034,3035,8365,104,NLP,NLP 27
3035,3036,648,138,Artifficial Intelligence,Artifficial Intelligence 26
3036,3037,6595,177,Compilers,Compilers 48
3037,3038,1907,161,Modelling,Modelling 66
3038,3039,6537,193,Drivers,Drivers 38
3039,3040,1879,64,Autonomous Robotics,Autonomous Robotics 42
3040,3041,4802,55,Human Computer Interaction,Human Computer Interaction 85
3041,3042,9609,86,CPU Analysis,CPU Analysis 84
3042,3043,6773,112,Autonomous Robotics,Autonomous Robotics 49
3043,3044,8336,76,Algorithms Analysis,Algorithms Analysis 31
3044,3045,5360,139,NLP,NLP 100
3045,3046,3372,42,CPU Analysis,CPU Analysis 52
3046,3047,8483,160,Operating Systems,Operating Systems 59
3047,3048,4589,118,CPU Analysis,CPU Analysis 87
3048,3049,6016,159,Memory Analysis,Memory Analysis 82
3049,3050,6664,97,Animation,Animation 83
3050,3051,5680,30,Modelling,Modelling 51
3051,3052,2698,184,Cluster Computing,Cluster Computing 67
3052,3053,3666,46,CPU Analysis,CPU Analysis 42
3053,3054,2621,8,Artifficial Intelligence,Artifficial Intelligence 44
3054,3055,1948,69,Operating Systems,Operating Systems 44
3055,3056,4042,148,Algorithms Analysis,Algorithms Analysis 90
3056,3057,2965,121,Artifficial Intelligence,Artifficial Intelligence 14
3057,3058,6774,89,Modelling,Modelling 13
3058,3059,417,181,Memory Analysis,Memory Analysis 35
3059,3060,575,98,Human Computer Interaction,Human Computer Interaction 30
3060,3061,8890,75,Security,Security 38
3061,3062,9101,37,Memory Analysis,Memory Analysis 33
3062,3063,1508,135,Security,Security 75
3063,3064,7404,8,Machine Learning,Machine Learning 90
3064,3065,8947,145,Machine Learning,Machine Learning 91
3065,3066,766,8,Machine Learning,Machine Learning 94
3066,3067,3564,195,CPU Analysis,CPU Analysis 86
3067,3068,1239,134,Memory Analysis,Memory Analysis 37
3068,3069,3869,37,Memory Analysis,Memory Analysis 20
3069,3070,3632,128,Human Computer Interaction,Human Computer Interaction 20
3070,3071,3351,180,Autonomus Multi-Robot,Autonomus Multi-Robot 1
3071,3072,3269,90,Security,Security 74
3072,3073,4733,81,Grid Computing,Grid Computing 99
3073,3074,8061,140,NLP,NLP 66
3074,3075,7635,10,CPU Analysis,CPU Analysis 94
3075,3076,2369,30,Animation,Animation 94
3076,3077,2156,144,Animation,Animation 80
3077,3078,2451,170,CPU Analysis,CPU Analysis 65
3078,3079,4991,47,Security,Security 56
3079,3080,2482,110,Machine Learning,Machine Learning 35
3080,3081,510,57,Grid Computing,Grid Computing 70
3081,3082,9843,91,Semantic Web,Semantic Web 13
3082,3083,741,187,Autonomous Robotics,Autonomous Robotics 42
3083,3084,2638,86,Memory Analysis,Memory Analysis 30
3084,3085,2907,7,Containers,Containers 49
3085,3086,4273,11,Containers,Containers 70
3086,3087,7454,36,Autonomous Robotics,Autonomous Robotics 57
3087,3088,7385,143,CPU Analysis,CPU Analysis 71
3088,3089,3932,163,Cluster Computing,Cluster Computing 34
3089,3090,3378,53,Big Data,Big Data 47
3090,3091,1419,78,Autonomous Robotics,Autonomous Robotics 47
3091,3092,825,73,Artifficial Intelligence,Artifficial Intelligence 51
3092,3093,6226,48,Unity Games,Unity Games 52
3093,3094,7458,40,Semantic Web,Semantic Web 13
3094,3095,2789,179,Human Computer Interaction,Human Computer Interaction 17
3095,3096,6594,183,Algorithms Analysis,Algorithms Analysis 15
3096,3097,5815,112,Autonomous Robotics,Autonomous Robotics 14
3097,3098,526,19,Modelling,Modelling 58
3098,3099,1439,88,Human Computer Interaction,Human Computer Interaction 93
3099,3100,4400,157,NLP,NLP 91
3100,3101,4852,119,Semantic Web,Semantic Web 100
3101,3102,77,63,Modelling,Modelling 46
3102,3103,3362,23,Compilers,Compilers 93
3103,3104,18,176,Animation,Animation 90
3104,3105,3758,93,Autonomus Multi-Robot,Autonomus Multi-Robot 8
3105,3106,1873,158,Modelling,Modelling 39
3106,3107,7464,16,Cluster Computing,Cluster Computing 59
3107,3108,8393,59,Algorithms Analysis,Algorithms Analysis 80
3108,3109,8088,102,Memory Analysis,Memory Analysis 33
3109,3110,7623,36,Autonomous Robotics,Autonomous Robotics 73
3110,3111,5005,174,Autonomous Robotics,Autonomous Robotics 22
3111,3112,9250,159,Memory Analysis,Memory Analysis 38
3112,3113,9903,117,Containers,Containers 33
3113,3114,8499,68,Human Computer Interaction,Human Computer Interaction 48
3114,3115,2574,40,Human Computer Interaction,Human Computer Interaction 59
3115,3116,2324,119,Semantic Web,Semantic Web 68
3116,3117,4483,117,Cluster Computing,Cluster Computing 81
3117,3118,3580,70,Grid Computing,Grid Computing 47
3118,3119,7210,47,Drivers,Drivers 58
3119,3120,1939,125,CPU Analysis,CPU Analysis 58
3120,3121,7792,46,Memory Analysis,Memory Analysis 93
3121,3122,7687,118,CPU Analysis,CPU Analysis 72
3122,3123,4427,102,Memory Analysis,Memory Analysis 57
3123,3124,9211,54,Autonomous Robotics,Autonomous Robotics 51
3124,3125,6212,173,Cluster Computing,Cluster Computing 37
3125,3126,186,29,Autonomous Robotics,Autonomous Robotics 44
3126,3127,9725,121,Machine Learning,Machine Learning 2
3127,3128,8776,186,Compilers,Compilers 34
3128,3129,1764,164,Machine Learning,Machine Learning 56
3129,3130,6334,153,Machine Learning,Machine Learning 53
3130,3131,1716,165,Big Data,Big Data 71
3131,3132,2737,77,Autonomous Robotics,Autonomous Robotics 68
3132,3133,1418,63,Animation,Animation 14
3133,3134,5216,68,Semantic Web,Semantic Web 92
3134,3135,8180,193,Compilers,Compilers 24
3135,3136,6080,13,Compilers,Compilers 26
3136,3137,5244,96,Compilers,Compilers 79
3137,3138,262,51,Animation,Animation 44
3138,3139,4413,27,Autonomous Robotics,Autonomous Robotics 75
3139,3140,7157,161,Modelling,Modelling 72
3140,3141,8166,184,Grid Computing,Grid Computing 76
3141,3142,9958,143,CPU Analysis,CPU Analysis 21
3142,3143,3639,1,Security,Security 51
3143,3144,589,121,Algorithms Analysis,Algorithms Analysis 59
3144,3145,7434,113,Operating Systems,Operating Systems 97
3145,3146,6437,84,CPU Analysis,CPU Analysis 95
3146,3147,5507,45,Compilers,Compilers 48
3147,3148,2094,70,Grid Computing,Grid Computing 2
3148,3149,7375,170,CPU Analysis,CPU Analysis 91
3149,3150,9571,126,CPU Analysis,CPU Analysis 100
3150,3151,707,36,Autonomous Robotics,Autonomous Robotics 66
3151,3152,5964,101,Human Computer Interaction,Human Computer Interaction 17
3152,3153,1193,22,Human Computer Interaction,Human Computer Interaction 5
3153,3154,4746,170,CPU Analysis,CPU Analysis 6
3154,3155,3367,57,Cluster Computing,Cluster Computing 42
3155,3156,1724,146,Drivers,Drivers 52
3156,3157,654,25,Human Computer Interaction,Human Computer Interaction 98
3157,3158,2665,189,Autonomous Robotics,Autonomous Robotics 79
3158,3159,9769,199,Animation,Animation 5
3159,3160,5889,119,Semantic Web,Semantic Web 70
3160,3161,3775,107,CPU Analysis,CPU Analysis 75
3161,3162,4426,12,Modelling,Modelling 69
3162,3163,9427,4,Drivers,Drivers 19
3163,3164,7511,34,Machine Learning,Machine Learning 87
3164,3165,2616,2,Machine Learning,Machine Learning 83
3165,3166,7970,15,Unity Games,Unity Games 66
3166,3167,7659,27,Autonomous Robotics,Autonomous Robotics 54
3167,3168,8480,95,Algorithms Analysis,Algorithms Analysis 7
3168,3169,7596,144,Unity Games,Unity Games 83
3169,3170,9824,180,Autonomus Multi-Robot,Autonomus Multi-Robot 18
3170,3171,7077,180,Autonomus Multi-Robot,Autonomus Multi-Robot 46
3171,3172,8971,109,Artifficial Intelligence,Artifficial Intelligence 76
3172,3173,9590,122,Machine Learning,Machine Learning 58
3173,3174,101,117,Grid Computing,Grid Computing 36
3174,3175,7108,69,Operating Systems,Operating Systems 98
3175,3176,341,191,Animation,Animation 20
3176,3177,784,1,Security,Security 79
3177,3178,1350,42,CPU Analysis,CPU Analysis 2
3178,3179,3609,136,Memory Analysis,Memory Analysis 7
3179,3180,1067,144,Modelling,Modelling 79
3180,3181,893,174,Autonomus Multi-Robot,Autonomus Multi-Robot 13
3181,3182,6001,153,Machine Learning,Machine Learning 42
3182,3183,355,125,CPU Analysis,CPU Analysis 44
3183,3184,2322,97,Animation,Animation 92
3184,3185,1678,65,Memory Analysis,Memory Analysis 37
3185,3186,9739,154,NLP,NLP 50
3186,3187,467,33,Compilers,Compilers 3
3187,3188,7988,96,Security,Security 16
3188,3189,2917,44,Modelling,Modelling 15
3189,3190,2489,21,Semantic Web,Semantic Web 79
3190,3191,6433,45,Compilers,Compilers 65
3191,3192,2243,151,Semantic Web,Semantic Web 2
3192,3193,7498,168,Security,Security 84
3193,3194,9465,85,Autonomus Multi-Robot,Autonomus Multi-Robot 30
3194,3195,4832,44,Animation,Animation 62
3195,3196,1825,3,Compilers,Compilers 15
3196,3197,3637,69,Operating Systems,Operating Systems 73
3197,3198,2163,70,Containers,Containers 29
3198,3199,6043,186,Security,Security 10
3199,3200,619,107,CPU Analysis,CPU Analysis 47
3200,3201,3854,193,Operating Systems,Operating Systems 42
3201,3202,7822,104,Semantic Web,Semantic Web 1
3202,3203,4954,53,Big Data,Big Data 33
3203,3204,1966,78,Autonomus Multi-Robot,Autonomus Multi-Robot 29
3204,3205,6538,123,NLP,NLP 82
3205,3206,38,124,Autonomus Multi-Robot,Autonomus Multi-Robot 53
3206,3207,5634,46,Memory Analysis,Memory Analysis 9
3207,3208,5768,48,Modelling,Modelling 49
3208,3209,3141,112,Autonomous Robotics,Autonomous Robotics 21
3209,3210,2869,109,Algorithms Analysis,Algorithms Analysis 69
3210,3211,1251,127,Drivers,Drivers 90
3211,3212,5618,200,Autonomus Multi-Robot,Autonomus Multi-Robot 51
3212,3213,7029,119,Human Computer Interaction,Human Computer Interaction 49
3213,3214,1812,165,Containers,Containers 12
3214,3215,6703,142,Compilers,Compilers 64
3215,3216,592,55,NLP,NLP 9
3216,3217,7002,164,Machine Learning,Machine Learning 38
3217,3218,9513,120,Artifficial Intelligence,Artifficial Intelligence 52
3218,3219,3423,194,Grid Computing,Grid Computing 77
3219,3220,6313,148,Machine Learning,Machine Learning 46
3220,3221,283,86,Memory Analysis,Memory Analysis 18
3221,3222,6044,68,NLP,NLP 73
3222,3223,5924,186,Security,Security 76
3223,3224,6357,137,Autonomous Robotics,Autonomous Robotics 7
3224,3225,5155,105,Cluster Computing,Cluster Computing 86
3225,3226,9782,182,NLP,NLP 63
3226,3227,1194,22,Semantic Web,Semantic Web 91
3227,3228,2545,173,Big Data,Big Data 67
3228,3229,1161,55,NLP,NLP 50
3229,3230,6707,200,Autonomus Multi-Robot,Autonomus Multi-Robot 79
3230,3231,4688,69,Drivers,Drivers 99
3231,3232,4278,128,NLP,NLP 8
3232,3233,1656,40,Human Computer Interaction,Human Computer Interaction 57
3233,3234,7752,143,Memory Analysis,Memory Analysis 7
3234,3235,5527,197,Machine Learning,Machine Learning 64
3235,3236,9764,141,CPU Analysis,CPU Analysis 28
3236,3237,4957,162,Operating Systems,Operating Systems 55
3237,3238,9627,136,CPU Analysis,CPU Analysis 51
3238,3239,5665,43,Security,Security 65
3239,3240,6648,60,Autonomus Multi-Robot,Autonomus Multi-Robot 15
3240,3241,9387,160,Compilers,Compilers 75
3241,3242,20,21,Human Computer Interaction,Human Computer Interaction 28
3242,3243,1882,165,Containers,Containers 6
3243,3244,7462,118,CPU Analysis,CPU Analysis 90
3244,3245,8213,76,Artifficial Intelligence,Artifficial Intelligence 76
3245,3246,4952,30,Unity Games,Unity Games 67
3246,3247,5401,165,Big Data,Big Data 97
3247,3248,9036,87,Semantic Web,Semantic Web 17
3248,3249,3213,41,Modelling,Modelling 95
3249,3250,7861,82,Cluster Computing,Cluster Computing 28
3250,3251,8715,119,Human Computer Interaction,Human Computer Interaction 15
3251,3252,9498,197,Algorithms Analysis,Algorithms Analysis 8
3252,3253,187,24,Containers,Containers 90
3253,3254,1163,18,Security,Security 86
3254,3255,7671,68,Human Computer Interaction,Human Computer Interaction 80
3255,3256,9970,94,Human Computer Interaction,Human Computer Interaction 66
3256,3257,8730,126,CPU Analysis,CPU Analysis 96
3257,3258,6364,139,Human Computer Interaction,Human Computer Interaction 91
3258,3259,8716,88,NLP,NLP 58
3259,3260,108,72,Animation,Animation 6
3260,3261,4593,13,Compilers,Compilers 14
3261,3262,802,169,Autonomus Multi-Robot,Autonomus Multi-Robot 84
3262,3263,6152,102,CPU Analysis,CPU Analysis 99
3263,3264,222,26,Memory Analysis,Memory Analysis 85
3264,3265,7975,56,Autonomus Multi-Robot,Autonomus Multi-Robot 60
3265,3266,6705,61,Algorithms Analysis,Algorithms Analysis 32
3266,3267,1492,107,Memory Analysis,Memory Analysis 36
3267,3268,8081,102,CPU Analysis,CPU Analysis 70
3268,3269,6912,58,Big Data,Big Data 40
3269,3270,877,143,CPU Analysis,CPU Analysis 32
3270,3271,6168,92,Autonomous Robotics,Autonomous Robotics 40
3271,3272,7078,106,Unity Games,Unity Games 40
3272,3273,6348,82,Grid Computing,Grid Computing 13
3273,3274,2863,79,Machine Learning,Machine Learning 83
3274,3275,6472,64,Autonomous Robotics,Autonomous Robotics 81
3275,3276,8724,42,CPU Analysis,CPU Analysis 100
3276,3277,8302,97,Unity Games,Unity Games 34
3277,3278,4327,193,Compilers,Compilers 30
3278,3279,3740,155,Semantic Web,Semantic Web 70
3279,3280,3900,191,Modelling,Modelling 44
3280,3281,1485,131,Autonomus Multi-Robot,Autonomus Multi-Robot 69
3281,3282,9185,136,CPU Analysis,CPU Analysis 54
3282,3283,7833,90,Compilers,Compilers 92
3283,3284,4066,80,Machine Learning,Machine Learning 60
3284,3285,6974,56,Autonomous Robotics,Autonomous Robotics 39
3285,3286,6302,180,Autonomus Multi-Robot,Autonomus Multi-Robot 80
3286,3287,506,31,Compilers,Compilers 59
3287,3288,3702,162,Compilers,Compilers 38
3288,3289,7595,147,Artifficial Intelligence,Artifficial Intelligence 97
3289,3290,695,88,Human Computer Interaction,Human Computer Interaction 31
3290,3291,2717,127,Operating Systems,Operating Systems 91
3291,3292,2266,189,Autonomus Multi-Robot,Autonomus Multi-Robot 84
3292,3293,1168,81,Big Data,Big Data 60
3293,3294,6058,190,NLP,NLP 1
3294,3295,3102,136,Memory Analysis,Memory Analysis 77
3295,3296,4240,141,CPU Analysis,CPU Analysis 79
3296,3297,3451,32,CPU Analysis,CPU Analysis 57
3297,3298,5785,9,CPU Analysis,CPU Analysis 99
3298,3299,8109,94,NLP,NLP 4
3299,3300,1749,108,Containers,Containers 39
3300,3301,5021,80,Artifficial Intelligence,Artifficial Intelligence 36
3301,3302,8772,56,Autonomous Robotics,Autonomous Robotics 64
3302,3303,9423,108,Grid Computing,Grid Computing 78
3303,3304,5085,41,Animation,Animation 68
3304,3305,8908,196,Autonomus Multi-Robot,Autonomus Multi-Robot 23
3305,3306,4289,25,NLP,NLP 17
3306,3307,8679,142,Compilers,Compilers 9
3307,3308,2405,158,Animation,Animation 31
3308,3309,844,165,Cluster Computing,Cluster Computing 62
3309,3310,5307,141,Memory Analysis,Memory Analysis 61
3310,3311,4282,144,Modelling,Modelling 100
3311,3312,4806,15,Unity Games,Unity Games 92
3312,3313,800,88,Semantic Web,Semantic Web 18
3313,3314,1838,31,Compilers,Compilers 12
3314,3315,793,97,Unity Games,Unity Games 63
3315,3316,2309,89,Modelling,Modelling 61
3316,3317,674,86,Memory Analysis,Memory Analysis 13
3317,3318,1228,15,Modelling,Modelling 51
3318,3319,8512,117,Containers,Containers 32
3319,3320,2878,8,Algorithms Analysis,Algorithms Analysis 93
3320,3321,1606,99,Autonomous Robotics,Autonomous Robotics 66
3321,3322,5600,76,Artifficial Intelligence,Artifficial Intelligence 18
3322,3323,9025,122,Machine Learning,Machine Learning 40
3323,3324,165,200,Autonomous Robotics,Autonomous Robotics 13
3324,3325,7608,57,Containers,Containers 73
3325,3326,8526,93,Autonomous Robotics,Autonomous Robotics 95
3326,3327,107,116,NLP,NLP 9
3327,3328,1641,15,Animation,Animation 60
3328,3329,981,72,Unity Games,Unity Games 44
3329,3330,3821,163,Cluster Computing,Cluster Computing 12
3330,3331,382,73,Algorithms Analysis,Algorithms Analysis 62
3331,3332,9951,113,Operating Systems,Operating Systems 46
3332,3333,9683,107,CPU Analysis,CPU Analysis 81
3333,3334,3138,156,Human Computer Interaction,Human Computer Interaction 18
3334,3335,3741,10,CPU Analysis,CPU Analysis 58
3335,3336,5112,58,Grid Computing,Grid Computing 81
3336,3337,4856,73,Artifficial Intelligence,Artifficial Intelligence 44
3337,3338,1601,23,Operating Systems,Operating Systems 61
3338,3339,3620,5,Machine Learning,Machine Learning 74
3339,3340,2006,86,CPU Analysis,CPU Analysis 53
3340,3341,1463,114,Big Data,Big Data 52
3341,3342,3004,25,NLP,NLP 12
3342,3343,1363,122,Machine Learning,Machine Learning 18
3343,3344,1640,192,CPU Analysis,CPU Analysis 52
3344,3345,8906,96,Security,Security 31
3345,3346,6081,144,Modelling,Modelling 28
3346,3347,3674,92,Autonomus Multi-Robot,Autonomus Multi-Robot 35
3347,3348,1008,2,Artifficial Intelligence,Artifficial Intelligence 33
3348,3349,833,143,CPU Analysis,CPU Analysis 15
3349,3350,6684,92,Autonomus Multi-Robot,Autonomus Multi-Robot 85
3350,3351,4461,143,CPU Analysis,CPU Analysis 49
3351,3352,1531,26,Memory Analysis,Memory Analysis 100
3352,3353,9175,148,Artifficial Intelligence,Artifficial Intelligence 92
3353,3354,8910,134,CPU Analysis,CPU Analysis 91
3354,3355,9781,180,Autonomous Robotics,Autonomous Robotics 71
3355,3356,3440,147,Algorithms Analysis,Algorithms Analysis 29
3356,3357,1127,51,Modelling,Modelling 58
3357,3358,8187,189,Autonomous Robotics,Autonomous Robotics 99
3358,3359,7148,159,CPU Analysis,CPU Analysis 9
3359,3360,6984,132,Operating Systems,Operating Systems 42
3360,3361,2680,179,Semantic Web,Semantic Web 60
3361,3362,5581,33,Compilers,Compilers 10
3362,3363,192,192,CPU Analysis,CPU Analysis 95
3363,3364,7459,158,Modelling,Modelling 24
3364,3365,2910,128,Human Computer Interaction,Human Computer Interaction 37
3365,3366,6287,142,Operating Systems,Operating Systems 88
3366,3367,2107,116,Human Computer Interaction,Human Computer Interaction 27
3367,3368,9527,166,CPU Analysis,CPU Analysis 64
3368,3369,7474,189,Autonomous Robotics,Autonomous Robotics 58
3369,3370,9176,138,Machine Learning,Machine Learning 59
3370,3371,8192,167,Autonomus Multi-Robot,Autonomus Multi-Robot 4
3371,3372,7234,44,Animation,Animation 52
3372,3373,2889,193,Drivers,Drivers 21
3373,3374,9482,71,Machine Learning,Machine Learning 19
3374,3375,3853,43,Operating Systems,Operating Systems 81
3375,3376,2684,124,Autonomus Multi-Robot,Autonomus Multi-Robot 13
3376,3377,3053,84,CPU Analysis,CPU Analysis 20
3377,3378,140,137,Autonomous Robotics,Autonomous Robotics 29
3378,3379,9967,169,Autonomus Multi-Robot,Autonomus Multi-Robot 66
3379,3380,7228,4,Compilers,Compilers 82
3380,3381,9162,193,Security,Security 48
3381,3382,7396,173,Grid Computing,Grid Computing 87
3382,3383,9353,114,Containers,Containers 72
3383,3384,2468,174,Autonomous Robotics,Autonomous Robotics 20
3384,3385,8798,162,Operating Systems,Operating Systems 39
3385,3386,9213,40,NLP,NLP 14
3386,3387,6972,128,Human Computer Interaction,Human Computer Interaction 38
3387,3388,9095,12,Animation,Animation 67
3388,3389,2274,5,Artifficial Intelligence,Artifficial Intelligence 44
3389,3390,8134,141,Memory Analysis,Memory Analysis 32
3390,3391,3239,59,Artifficial Intelligence,Artifficial Intelligence 46
3391,3392,5417,39,Compilers,Compilers 12
3392,3393,7180,110,Machine Learning,Machine Learning 64
3393,3394,5557,35,CPU Analysis,CPU Analysis 89
3394,3395,2861,199,Unity Games,Unity Games 89
3395,3396,1304,124,Autonomus Multi-Robot,Autonomus Multi-Robot 94
3396,3397,2453,107,CPU Analysis,CPU Analysis 26
3397,3398,1162,56,Autonomous Robotics,Autonomous Robotics 57
3398,3399,9453,25,Semantic Web,Semantic Web 42
3399,3400,9364,125,Memory Analysis,Memory Analysis 10
3400,3401,514,114,Grid Computing,Grid Computing 62
3401,3402,671,131,Autonomous Robotics,Autonomous Robotics 20
3402,3403,7063,35,Memory Analysis,Memory Analysis 87
3403,3404,8075,140,Semantic Web,Semantic Web 41
3404,3405,8977,11,Big Data,Big Data 32
3405,3406,6679,100,CPU Analysis,CPU Analysis 29
3406,3407,103,124,Autonomous Robotics,Autonomous Robotics 2
3407,3408,6814,155,Semantic Web,Semantic Web 53
3408,3409,1052,27,Autonomus Multi-Robot,Autonomus Multi-Robot 73
3409,3410,5141,111,CPU Analysis,CPU Analysis 18
3410,3411,9054,122,Machine Learning,Machine Learning 60
3411,3412,6668,128,Semantic Web,Semantic Web 23
3412,3413,8421,15,Animation,Animation 97
3413,3414,304,39,Security,Security 2
3414,3415,6906,161,Animation,Animation 41
3415,3416,585,32,Memory Analysis,Memory Analysis 28
3416,3417,8410,56,Autonomous Robotics,Autonomous Robotics 86
3417,3418,6596,125,Memory Analysis,Memory Analysis 6
3418,3419,3732,195,Memory Analysis,Memory Analysis 52
3419,3420,8234,95,Machine Learning,Machine Learning 10
3420,3421,3242,77,Autonomous Robotics,Autonomous Robotics 16
3421,3422,9203,100,CPU Analysis,CPU Analysis 29
3422,3423,6990,173,Big Data,Big Data 76
3423,3424,7977,162,Compilers,Compilers 73
3424,3425,7243,57,Big Data,Big Data 84
3425,3426,4978,59,Algorithms Analysis,Algorithms Analysis 22
3426,3427,4909,154,NLP,NLP 56
3427,3428,2556,169,Autonomous Robotics,Autonomous Robotics 15
3428,3429,2524,118,Memory Analysis,Memory Analysis 55
3429,3430,5238,163,Big Data,Big Data 17
3430,3431,387,41,Modelling,Modelling 60
3431,3432,176,80,Machine Learning,Machine Learning 62
3432,3433,3175,99,Autonomus Multi-Robot,Autonomus Multi-Robot 71
3433,3434,9616,28,Unity Games,Unity Games 10
3434,3435,3504,55,Human Computer Interaction,Human Computer Interaction 36
3435,3436,4039,23,Operating Systems,Operating Systems 28
3436,3437,8474,183,Machine Learning,Machine Learning 13
3437,3438,1815,65,Memory Analysis,Memory Analysis 67
3438,3439,5793,18,Security,Security 41
3439,3440,3576,3,Security,Security 78
3440,3441,4168,149,Autonomus Multi-Robot,Autonomus Multi-Robot 57
3441,3442,5337,29,Autonomus Multi-Robot,Autonomus Multi-Robot 88
3442,3443,9840,178,Autonomous Robotics,Autonomous Robotics 93
3443,3444,9299,47,Compilers,Compilers 48
3444,3445,1608,40,Human Computer Interaction,Human Computer Interaction 73
3445,3446,2808,159,Memory Analysis,Memory Analysis 24
3446,3447,8940,120,Machine Learning,Machine Learning 79
3447,3448,6698,56,Autonomus Multi-Robot,Autonomus Multi-Robot 55
3448,3449,586,81,Cluster Computing,Cluster Computing 18
3449,3450,4955,132,Compilers,Compilers 7
3450,3451,5148,33,Security,Security 63
3451,3452,9505,63,Modelling,Modelling 34
3452,3453,2343,153,Algorithms Analysis,Algorithms Analysis 41
3453,3454,105,78,Autonomus Multi-Robot,Autonomus Multi-Robot 96
3454,3455,1205,92,Autonomus Multi-Robot,Autonomus Multi-Robot 57
3455,3456,9011,47,Operating Systems,Operating Systems 12
3456,3457,3429,197,Artifficial Intelligence,Artifficial Intelligence 47
3457,3458,511,81,Big Data,Big Data 38
3458,3459,5811,81,Cluster Computing,Cluster Computing 78
3459,3460,3277,74,Artifficial Intelligence,Artifficial Intelligence 7
3460,3461,6816,55,Semantic Web,Semantic Web 95
3461,3462,4796,51,Unity Games,Unity Games 36
3462,3463,1912,16,Containers,Containers 80
3463,3464,1230,22,NLP,NLP 25
3464,3465,3913,142,Drivers,Drivers 80
3465,3466,9186,23,Compilers,Compilers 9
3466,3467,6340,165,Big Data,Big Data 63
3467,3468,4602,82,Big Data,Big Data 43
3468,3469,122,162,Operating Systems,Operating Systems 18
