,Id,Student_id,Professor_id,Area,Title
3028,3029,7254,75,Operating Systems,Operating Systems 21
3029,3030,2414,96,Compilers,Compilers 38
3030,3031,4280,134,Memory Analysis,Memory Analysis 39
3031,3032,6053,50,NLP,NLP 12
3032,3033,5721,66,Autonomous Robotics,Autonomous Robotics 62
3033,3034,5273,99,Autonomous Robotics,Autonomous Robotics 69
3034,3035,9888,149,Autonomus Multi-Robot,Autonomus Multi-Robot 40
3035,3036,2653,184,Cluster Computing,Cluster Computing 9
3036,3037,892,148,Artifficial Intelligence,Artifficial Intelligence 97
3037,3038,6226,69,Security,Security 60
3038,3039,7573,146,Compilers,Compilers 25
3039,3040,6939,113,Security,Security 62
3040,3041,7520,14,Operating Systems,Operating Systems 30
3041,3042,4379,5,Machine Learning,Machine Learning 32
3042,3043,1232,20,Unity Games,Unity Games 53
3043,3044,4123,178,Autonomous Robotics,Autonomous Robotics 28
3044,3045,9933,43,Security,Security 68
3045,3046,148,72,Animation,Animation 9
3046,3047,9396,192,CPU Analysis,CPU Analysis 4
3047,3048,4941,3,Operating Systems,Operating Systems 83
3048,3049,3296,175,Artifficial Intelligence,Artifficial Intelligence 4
3049,3050,1209,102,CPU Analysis,CPU Analysis 68
3050,3051,5678,94,Human Computer Interaction,Human Computer Interaction 66
3051,3052,7463,54,Autonomus Multi-Robot,Autonomus Multi-Robot 51
3052,3053,4302,128,Semantic Web,Semantic Web 24
3053,3054,4121,189,Autonomus Multi-Robot,Autonomus Multi-Robot 9
3054,3055,3941,50,NLP,NLP 70
3055,3056,1717,53,Cluster Computing,Cluster Computing 30
3056,3057,9991,196,Autonomous Robotics,Autonomous Robotics 41
3057,3058,7450,28,Modelling,Modelling 30
3058,3059,5991,127,Compilers,Compilers 51
3059,3060,1245,162,Security,Security 41
3060,3061,7058,153,Algorithms Analysis,Algorithms Analysis 80
3061,3062,85,12,Animation,Animation 18
3062,3063,9733,182,Semantic Web,Semantic Web 99
3063,3064,2028,10,CPU Analysis,CPU Analysis 69
3064,3065,833,177,Compilers,Compilers 34
3065,3066,2967,190,NLP,NLP 24
3066,3067,6747,197,Artifficial Intelligence,Artifficial Intelligence 35
3067,3068,3178,34,Algorithms Analysis,Algorithms Analysis 2
3068,3069,2683,130,Drivers,Drivers 38
3069,3070,3305,171,Autonomous Robotics,Autonomous Robotics 100
3070,3071,4016,160,Drivers,Drivers 34
3071,3072,6105,78,Autonomus Multi-Robot,Autonomus Multi-Robot 47
3072,3073,1909,29,Autonomus Multi-Robot,Autonomus Multi-Robot 48
3073,3074,7344,163,Grid Computing,Grid Computing 48
3074,3075,5651,22,Human Computer Interaction,Human Computer Interaction 76
3075,3076,9596,35,CPU Analysis,CPU Analysis 53
3076,3077,5906,3,Security,Security 87
3077,3078,354,195,Memory Analysis,Memory Analysis 48
3078,3079,8456,136,CPU Analysis,CPU Analysis 10
3079,3080,3569,13,Operating Systems,Operating Systems 23
3080,3081,4067,24,Cluster Computing,Cluster Computing 2
3081,3082,3835,96,Drivers,Drivers 37
3082,3083,2083,112,Autonomous Robotics,Autonomous Robotics 30
3083,3084,4623,188,Memory Analysis,Memory Analysis 88
3084,3085,1234,127,Drivers,Drivers 52
3085,3086,760,40,Semantic Web,Semantic Web 82
3086,3087,5838,88,Human Computer Interaction,Human Computer Interaction 41
3087,3088,6076,121,Algorithms Analysis,Algorithms Analysis 23
3088,3089,6165,142,Security,Security 74
3089,3090,2961,41,Unity Games,Unity Games 37
3090,3091,4981,110,Machine Learning,Machine Learning 27
3091,3092,7434,53,Containers,Containers 95
3092,3093,2592,178,Autonomous Robotics,Autonomous Robotics 62
3093,3094,8016,13,Drivers,Drivers 6
3094,3095,1208,19,Modelling,Modelling 28
3095,3096,1031,39,Operating Systems,Operating Systems 67
3096,3097,2,71,Machine Learning,Machine Learning 34
3097,3098,9851,35,Memory Analysis,Memory Analysis 97
3098,3099,8024,72,Animation,Animation 44
3099,3100,3968,115,Modelling,Modelling 20
3100,3101,6518,180,Autonomous Robotics,Autonomous Robotics 45
3101,3102,840,13,Compilers,Compilers 11
3102,3103,6816,48,Modelling,Modelling 84
3103,3104,9709,125,Memory Analysis,Memory Analysis 21
3104,3105,9935,71,Algorithms Analysis,Algorithms Analysis 67
3105,3106,5603,37,Memory Analysis,Memory Analysis 35
3106,3107,7166,76,Machine Learning,Machine Learning 58
3107,3108,9371,62,Autonomus Multi-Robot,Autonomus Multi-Robot 59
3108,3109,5886,27,Autonomus Multi-Robot,Autonomus Multi-Robot 44
3109,3110,2646,70,Cluster Computing,Cluster Computing 88
3110,3111,821,135,Operating Systems,Operating Systems 35
3111,3112,3917,176,Animation,Animation 100
3112,3113,6237,120,Machine Learning,Machine Learning 7
3113,3114,6390,57,Big Data,Big Data 28
3114,3115,5680,69,Drivers,Drivers 3
3115,3116,8134,53,Big Data,Big Data 83
3116,3117,5450,167,Autonomus Multi-Robot,Autonomus Multi-Robot 46
3117,3118,5237,4,Compilers,Compilers 34
3118,3119,2789,21,Semantic Web,Semantic Web 38
3119,3120,6557,185,Animation,Animation 84
3120,3121,8129,103,NLP,NLP 11
3121,3122,847,36,Autonomus Multi-Robot,Autonomus Multi-Robot 94
3122,3123,5289,65,Memory Analysis,Memory Analysis 89
3123,3124,5321,118,CPU Analysis,CPU Analysis 14
3124,3125,4138,146,Operating Systems,Operating Systems 95
3125,3126,8191,69,Drivers,Drivers 70
3126,3127,2644,1,Security,Security 3
3127,3128,8957,109,Artifficial Intelligence,Artifficial Intelligence 32
3128,3129,6223,141,CPU Analysis,CPU Analysis 87
3129,3130,8260,160,Compilers,Compilers 67
3130,3131,7999,4,Security,Security 82
3131,3132,2427,146,Operating Systems,Operating Systems 46
3132,3133,8821,79,Algorithms Analysis,Algorithms Analysis 50
3133,3134,7660,167,Autonomus Multi-Robot,Autonomus Multi-Robot 49
3134,3135,4974,102,Memory Analysis,Memory Analysis 6
3135,3136,3761,101,NLP,NLP 95
3136,3137,6356,157,Semantic Web,Semantic Web 90
3137,3138,3341,37,Memory Analysis,Memory Analysis 30
3138,3139,8737,135,Operating Systems,Operating Systems 74
3139,3140,8594,87,Human Computer Interaction,Human Computer Interaction 97
3140,3141,4185,197,Artifficial Intelligence,Artifficial Intelligence 84
3141,3142,8569,127,Compilers,Compilers 72
3142,3143,9824,123,Semantic Web,Semantic Web 44
3143,3144,4411,107,Memory Analysis,Memory Analysis 27
3144,3145,8451,4,Compilers,Compilers 33
3145,3146,9771,12,Modelling,Modelling 50
3146,3147,474,134,CPU Analysis,CPU Analysis 41
3147,3148,3294,27,Autonomus Multi-Robot,Autonomus Multi-Robot 8
3148,3149,4995,108,Containers,Containers 94
3149,3150,1133,97,Animation,Animation 35
3150,3151,7679,106,Modelling,Modelling 32
3151,3152,3092,174,Autonomous Robotics,Autonomous Robotics 26
3152,3153,2697,85,Autonomous Robotics,Autonomous Robotics 78
3153,3154,4466,5,Algorithms Analysis,Algorithms Analysis 52
3154,3155,5699,134,Memory Analysis,Memory Analysis 45
3155,3156,6103,51,Unity Games,Unity Games 80
3156,3157,228,40,Human Computer Interaction,Human Computer Interaction 81
3157,3158,3824,132,Operating Systems,Operating Systems 1
3158,3159,3504,78,Autonomus Multi-Robot,Autonomus Multi-Robot 5
3159,3160,8277,180,Autonomous Robotics,Autonomous Robotics 100
3160,3161,4929,155,Semantic Web,Semantic Web 46
3161,3162,3617,8,Algorithms Analysis,Algorithms Analysis 24
3162,3163,2031,84,CPU Analysis,CPU Analysis 96
3163,3164,4251,84,CPU Analysis,CPU Analysis 70
3164,3165,9362,63,Animation,Animation 65
3165,3166,8967,39,Drivers,Drivers 84
3166,3167,8079,148,Artifficial Intelligence,Artifficial Intelligence 98
3167,3168,2384,75,Drivers,Drivers 25
3168,3169,471,108,Big Data,Big Data 69
3169,3170,9817,160,Drivers,Drivers 86
3170,3171,6536,44,Unity Games,Unity Games 19
3171,3172,8066,148,Algorithms Analysis,Algorithms Analysis 7
3172,3173,2061,57,Big Data,Big Data 55
3173,3174,4404,152,NLP,NLP 6
3174,3175,6739,20,Animation,Animation 69
3175,3176,8399,65,CPU Analysis,CPU Analysis 56
3176,3177,9086,90,Drivers,Drivers 3
3177,3178,5271,143,Memory Analysis,Memory Analysis 36
3178,3179,1758,120,Machine Learning,Machine Learning 41
3179,3180,6548,19,Modelling,Modelling 47
3180,3181,9995,63,Unity Games,Unity Games 52
3181,3182,8250,79,Artifficial Intelligence,Artifficial Intelligence 56
3182,3183,9065,9,CPU Analysis,CPU Analysis 51
3183,3184,1947,79,Algorithms Analysis,Algorithms Analysis 73
3184,3185,5622,172,Artifficial Intelligence,Artifficial Intelligence 83
3185,3186,3128,17,Grid Computing,Grid Computing 60
3186,3187,2897,25,NLP,NLP 36
3187,3188,2957,44,Unity Games,Unity Games 75
3188,3189,8498,179,Human Computer Interaction,Human Computer Interaction 38
3189,3190,6901,194,Big Data,Big Data 13
3190,3191,5616,32,Memory Analysis,Memory Analysis 10
3191,3192,3046,78,Autonomous Robotics,Autonomous Robotics 90
3192,3193,5247,77,Autonomous Robotics,Autonomous Robotics 22
3193,3194,586,22,NLP,NLP 93
3194,3195,7154,169,Autonomous Robotics,Autonomous Robotics 72
3195,3196,1503,85,Autonomous Robotics,Autonomous Robotics 65
3196,3197,2382,69,Compilers,Compilers 60
3197,3198,8658,157,Human Computer Interaction,Human Computer Interaction 1
3198,3199,1265,25,Human Computer Interaction,Human Computer Interaction 47
3199,3200,7364,107,CPU Analysis,CPU Analysis 55
3200,3201,4717,50,NLP,NLP 92
3201,3202,1455,182,Human Computer Interaction,Human Computer Interaction 25
3202,3203,4897,150,Human Computer Interaction,Human Computer Interaction 56
3203,3204,4659,72,Modelling,Modelling 39
3204,3205,6924,200,Autonomous Robotics,Autonomous Robotics 41
3205,3206,5759,58,Big Data,Big Data 75
3206,3207,3032,32,CPU Analysis,CPU Analysis 59
3207,3208,3152,67,Human Computer Interaction,Human Computer Interaction 87
3208,3209,651,197,Machine Learning,Machine Learning 98
3209,3210,6173,51,Unity Games,Unity Games 62
3210,3211,7500,85,Autonomus Multi-Robot,Autonomus Multi-Robot 8
3211,3212,8055,116,NLP,NLP 51
3212,3213,4575,121,Artifficial Intelligence,Artifficial Intelligence 97
3213,3214,6115,110,Artifficial Intelligence,Artifficial Intelligence 58
3214,3215,1603,36,Autonomus Multi-Robot,Autonomus Multi-Robot 14
3215,3216,5714,89,Animation,Animation 36
3216,3217,6052,178,Autonomus Multi-Robot,Autonomus Multi-Robot 32
3217,3218,972,127,Security,Security 98
3218,3219,8217,62,Autonomous Robotics,Autonomous Robotics 71
3219,3220,2301,160,Compilers,Compilers 98
3220,3221,7772,35,CPU Analysis,CPU Analysis 46
3221,3222,3176,17,Big Data,Big Data 22
3222,3223,2430,175,Algorithms Analysis,Algorithms Analysis 11
3223,3224,3430,184,Containers,Containers 95
3224,3225,3986,109,Machine Learning,Machine Learning 27
3225,3226,6282,152,NLP,NLP 35
3226,3227,9463,176,Unity Games,Unity Games 45
3227,3228,5938,70,Grid Computing,Grid Computing 27
3228,3229,1054,29,Autonomus Multi-Robot,Autonomus Multi-Robot 4
3229,3230,2619,120,Machine Learning,Machine Learning 64
3230,3231,9123,161,Animation,Animation 67
3231,3232,5231,37,CPU Analysis,CPU Analysis 90
3232,3233,3611,199,Modelling,Modelling 40
3233,3234,3192,199,Modelling,Modelling 64
3234,3235,1404,3,Drivers,Drivers 61
3235,3236,3739,143,CPU Analysis,CPU Analysis 21
3236,3237,2377,141,CPU Analysis,CPU Analysis 32
3237,3238,4366,37,Memory Analysis,Memory Analysis 54
3238,3239,5597,140,Human Computer Interaction,Human Computer Interaction 74
3239,3240,4561,89,Modelling,Modelling 93
3240,3241,7255,169,Autonomus Multi-Robot,Autonomus Multi-Robot 52
3241,3242,7202,133,NLP,NLP 25
3242,3243,71,64,Autonomous Robotics,Autonomous Robotics 100
3243,3244,6440,20,Unity Games,Unity Games 93
3244,3245,7820,106,Animation,Animation 62
3245,3246,7087,175,Algorithms Analysis,Algorithms Analysis 36
3246,3247,1506,112,Autonomous Robotics,Autonomous Robotics 71
3247,3248,3363,168,Drivers,Drivers 56
3248,3249,6748,168,Drivers,Drivers 87
3249,3250,7408,50,Human Computer Interaction,Human Computer Interaction 78
3250,3251,585,38,NLP,NLP 62
3251,3252,7378,183,Artifficial Intelligence,Artifficial Intelligence 9
3252,3253,9397,118,Memory Analysis,Memory Analysis 34
3253,3254,54,7,Containers,Containers 85
3254,3255,2699,81,Big Data,Big Data 85
3255,3256,9391,62,Autonomous Robotics,Autonomous Robotics 7
3256,3257,426,32,CPU Analysis,CPU Analysis 83
3257,3258,3076,63,Animation,Animation 87
3258,3259,1171,60,Autonomus Multi-Robot,Autonomus Multi-Robot 77
3259,3260,9568,185,Unity Games,Unity Games 85
3260,3261,8114,42,CPU Analysis,CPU Analysis 34
3261,3262,4893,92,Autonomus Multi-Robot,Autonomus Multi-Robot 86
3262,3263,4769,190,Semantic Web,Semantic Web 9
3263,3264,9993,121,Algorithms Analysis,Algorithms Analysis 6
3264,3265,2865,111,CPU Analysis,CPU Analysis 19
3265,3266,1349,124,Autonomus Multi-Robot,Autonomus Multi-Robot 80
3266,3267,5944,131,Autonomous Robotics,Autonomous Robotics 41
3267,3268,1383,112,Autonomous Robotics,Autonomous Robotics 81
3268,3269,2064,143,Memory Analysis,Memory Analysis 87
3269,3270,5575,68,Human Computer Interaction,Human Computer Interaction 88
3270,3271,8422,156,Semantic Web,Semantic Web 74
3271,3272,8110,88,Human Computer Interaction,Human Computer Interaction 73
3272,3273,273,11,Big Data,Big Data 90
3273,3274,1448,181,CPU Analysis,CPU Analysis 15
3274,3275,7108,69,Security,Security 87
3275,3276,297,143,Memory Analysis,Memory Analysis 20
3276,3277,8771,180,Autonomus Multi-Robot,Autonomus Multi-Robot 36
3277,3278,5849,64,Autonomus Multi-Robot,Autonomus Multi-Robot 99
3278,3279,5576,170,CPU Analysis,CPU Analysis 68
3279,3280,3134,71,Artifficial Intelligence,Artifficial Intelligence 14
3280,3281,2661,174,Autonomous Robotics,Autonomous Robotics 16
3281,3282,7933,78,Autonomus Multi-Robot,Autonomus Multi-Robot 31
3282,3283,7582,6,Artifficial Intelligence,Artifficial Intelligence 56
3283,3284,5232,95,Machine Learning,Machine Learning 97
3284,3285,1454,36,Autonomus Multi-Robot,Autonomus Multi-Robot 30
3285,3286,5403,97,Animation,Animation 38
3286,3287,6259,64,Autonomus Multi-Robot,Autonomus Multi-Robot 51
3287,3288,1071,94,Human Computer Interaction,Human Computer Interaction 16
3288,3289,3232,99,Autonomus Multi-Robot,Autonomus Multi-Robot 22
3289,3290,1113,158,Unity Games,Unity Games 46
3290,3291,7455,129,Big Data,Big Data 54
3291,3292,6907,6,Artifficial Intelligence,Artifficial Intelligence 5
3292,3293,348,2,Artifficial Intelligence,Artifficial Intelligence 23
3293,3294,3087,13,Drivers,Drivers 69
3294,3295,1391,86,CPU Analysis,CPU Analysis 13
3295,3296,9499,173,Containers,Containers 61
3296,3297,5344,131,Autonomous Robotics,Autonomous Robotics 21
3297,3298,4066,189,Autonomus Multi-Robot,Autonomus Multi-Robot 98
3298,3299,4621,112,Autonomous Robotics,Autonomous Robotics 57
3299,3300,2452,86,Memory Analysis,Memory Analysis 72
3300,3301,8509,130,Drivers,Drivers 56
3301,3302,156,140,NLP,NLP 91
3302,3303,8622,161,Unity Games,Unity Games 1
3303,3304,924,46,Memory Analysis,Memory Analysis 27
3304,3305,2690,77,Autonomus Multi-Robot,Autonomus Multi-Robot 51
3305,3306,8772,5,Algorithms Analysis,Algorithms Analysis 14
3306,3307,4801,126,CPU Analysis,CPU Analysis 93
3307,3308,7836,126,Memory Analysis,Memory Analysis 22
3308,3309,3410,67,NLP,NLP 50
3309,3310,8999,130,Compilers,Compilers 43
3310,3311,2625,189,Autonomus Multi-Robot,Autonomus Multi-Robot 14
3311,3312,5081,187,Autonomous Robotics,Autonomous Robotics 3
3312,3313,5117,96,Compilers,Compilers 50
3313,3314,8455,78,Autonomous Robotics,Autonomous Robotics 87
3314,3315,242,156,Human Computer Interaction,Human Computer Interaction 12
3315,3316,6808,83,Memory Analysis,Memory Analysis 13
3316,3317,7048,136,CPU Analysis,CPU Analysis 38
3317,3318,9923,177,Operating Systems,Operating Systems 19
3318,3319,6834,187,Autonomus Multi-Robot,Autonomus Multi-Robot 45
3319,3320,5227,152,Semantic Web,Semantic Web 84
3320,3321,8131,190,NLP,NLP 5
3321,3322,4467,28,Unity Games,Unity Games 100
3322,3323,4127,117,Cluster Computing,Cluster Computing 80
3323,3324,2342,9,CPU Analysis,CPU Analysis 70
3324,3325,1491,23,Operating Systems,Operating Systems 36
3325,3326,3322,118,CPU Analysis,CPU Analysis 86
3326,3327,3892,124,Autonomus Multi-Robot,Autonomus Multi-Robot 75
3327,3328,4005,126,Memory Analysis,Memory Analysis 32
3328,3329,4793,15,Unity Games,Unity Games 15
3329,3330,2456,34,Artifficial Intelligence,Artifficial Intelligence 24
3330,3331,4393,169,Autonomous Robotics,Autonomous Robotics 71
3331,3332,115,181,CPU Analysis,CPU Analysis 100
3332,3333,5882,78,Autonomus Multi-Robot,Autonomus Multi-Robot 29
3333,3334,4051,112,Autonomus Multi-Robot,Autonomus Multi-Robot 51
3334,3335,4124,114,Containers,Containers 81
3335,3336,2623,68,Semantic Web,Semantic Web 30
3336,3337,9045,158,Animation,Animation 98
3337,3338,1401,115,Modelling,Modelling 87
3338,3339,6525,120,Algorithms Analysis,Algorithms Analysis 49
3339,3340,2631,115,Unity Games,Unity Games 14
3340,3341,7534,27,Autonomous Robotics,Autonomous Robotics 63
3341,3342,1900,192,Memory Analysis,Memory Analysis 92
3342,3343,7483,135,Drivers,Drivers 32
3343,3344,2872,9,CPU Analysis,CPU Analysis 65
3344,3345,8653,14,Compilers,Compilers 34
3345,3346,271,26,CPU Analysis,CPU Analysis 18
3346,3347,8980,152,NLP,NLP 15
3347,3348,9998,116,NLP,NLP 5
3348,3349,7249,184,Containers,Containers 69
3349,3350,9322,141,CPU Analysis,CPU Analysis 36
3350,3351,7832,33,Operating Systems,Operating Systems 71
3351,3352,8121,200,Autonomous Robotics,Autonomous Robotics 43
3352,3353,4911,86,Memory Analysis,Memory Analysis 21
3353,3354,1458,184,Grid Computing,Grid Computing 3
3354,3355,7972,166,CPU Analysis,CPU Analysis 80
3355,3356,97,143,Memory Analysis,Memory Analysis 100
3356,3357,6658,26,CPU Analysis,CPU Analysis 96
3357,3358,6334,34,Machine Learning,Machine Learning 74
3358,3359,1144,118,CPU Analysis,CPU Analysis 10
3359,3360,8981,98,NLP,NLP 14
3360,3361,7806,108,Big Data,Big Data 83
3361,3362,709,194,Grid Computing,Grid Computing 53
3362,3363,6039,100,Memory Analysis,Memory Analysis 72
3363,3364,437,18,Security,Security 64
3364,3365,8495,57,Containers,Containers 39
3365,3366,9428,124,Autonomus Multi-Robot,Autonomus Multi-Robot 92
3366,3367,2984,113,Operating Systems,Operating Systems 89
3367,3368,4002,109,Artifficial Intelligence,Artifficial Intelligence 7
3368,3369,5503,112,Autonomus Multi-Robot,Autonomus Multi-Robot 46
3369,3370,8063,22,Human Computer Interaction,Human Computer Interaction 58
3370,3371,4476,40,Semantic Web,Semantic Web 64
3371,3372,8555,52,Semantic Web,Semantic Web 85
3372,3373,1849,93,Autonomus Multi-Robot,Autonomus Multi-Robot 30
3373,3374,3517,79,Machine Learning,Machine Learning 61
3374,3375,6066,154,Human Computer Interaction,Human Computer Interaction 98
3375,3376,3439,177,Security,Security 42
3376,3377,5036,19,Modelling,Modelling 60
3377,3378,248,126,CPU Analysis,CPU Analysis 12
3378,3379,5748,173,Cluster Computing,Cluster Computing 20
3379,3380,8216,110,Artifficial Intelligence,Artifficial Intelligence 38
3380,3381,5384,177,Drivers,Drivers 60
3381,3382,4643,53,Containers,Containers 79
3382,3383,6534,118,Memory Analysis,Memory Analysis 30
3383,3384,5290,154,Semantic Web,Semantic Web 30
3384,3385,8864,104,Semantic Web,Semantic Web 38
3385,3386,3677,163,Big Data,Big Data 29
3386,3387,8888,165,Big Data,Big Data 21
3387,3388,4687,81,Big Data,Big Data 84
3388,3389,5578,70,Big Data,Big Data 54
3389,3390,9368,76,Artifficial Intelligence,Artifficial Intelligence 31
3390,3391,5008,83,CPU Analysis,CPU Analysis 89
3391,3392,1769,186,Operating Systems,Operating Systems 73
3392,3393,7305,119,NLP,NLP 8
3393,3394,2636,200,Autonomus Multi-Robot,Autonomus Multi-Robot 39
3394,3395,1423,25,NLP,NLP 5
3395,3396,8593,71,Artifficial Intelligence,Artifficial Intelligence 40
3396,3397,9271,106,Unity Games,Unity Games 29
3397,3398,5168,102,Memory Analysis,Memory Analysis 37
3398,3399,2609,107,CPU Analysis,CPU Analysis 58
3399,3400,5462,144,Animation,Animation 6
3400,3401,4879,146,Compilers,Compilers 58
3401,3402,3200,145,Artifficial Intelligence,Artifficial Intelligence 37
3402,3403,3520,70,Cluster Computing,Cluster Computing 20
3403,3404,3090,44,Modelling,Modelling 23
3404,3405,1994,111,CPU Analysis,CPU Analysis 94
3405,3406,142,72,Modelling,Modelling 47
3406,3407,4170,134,CPU Analysis,CPU Analysis 35
3407,3408,7191,78,Autonomous Robotics,Autonomous Robotics 89
3408,3409,2641,50,Human Computer Interaction,Human Computer Interaction 54
3409,3410,9174,23,Compilers,Compilers 76
3410,3411,4660,180,Autonomous Robotics,Autonomous Robotics 30
3411,3412,5139,41,Unity Games,Unity Games 91
3412,3413,9205,56,Autonomous Robotics,Autonomous Robotics 39
3413,3414,7653,36,Autonomus Multi-Robot,Autonomus Multi-Robot 31
3414,3415,890,162,Security,Security 98
3415,3416,6398,36,Autonomous Robotics,Autonomous Robotics 51
3416,3417,8970,24,Grid Computing,Grid Computing 12
3417,3418,7824,175,Machine Learning,Machine Learning 22
3418,3419,3653,129,Grid Computing,Grid Computing 91
3419,3420,7712,58,Cluster Computing,Cluster Computing 69
3420,3421,5406,126,Memory Analysis,Memory Analysis 83
3421,3422,7014,71,Artifficial Intelligence,Artifficial Intelligence 85
3422,3423,2228,163,Grid Computing,Grid Computing 52
3423,3424,3253,100,Memory Analysis,Memory Analysis 33
3424,3425,5727,99,Autonomous Robotics,Autonomous Robotics 18
3425,3426,2091,43,Compilers,Compilers 64
3426,3427,6519,128,Semantic Web,Semantic Web 2
3427,3428,9555,118,Memory Analysis,Memory Analysis 40
3428,3429,4696,27,Autonomus Multi-Robot,Autonomus Multi-Robot 38
3429,3430,5056,144,Modelling,Modelling 52
3430,3431,3901,58,Big Data,Big Data 85
3431,3432,8781,152,Semantic Web,Semantic Web 3
3432,3433,6879,193,Security,Security 1
3433,3434,9010,112,Autonomus Multi-Robot,Autonomus Multi-Robot 2
3434,3435,1696,137,Autonomus Multi-Robot,Autonomus Multi-Robot 91
3435,3436,3524,108,Cluster Computing,Cluster Computing 11
3436,3437,4834,154,NLP,NLP 42
3437,3438,173,131,Autonomous Robotics,Autonomous Robotics 45
3438,3439,6321,10,Memory Analysis,Memory Analysis 98
3439,3440,4831,155,NLP,NLP 55
3440,3441,7307,193,Drivers,Drivers 36
3441,3442,5671,172,Algorithms Analysis,Algorithms Analysis 84
3442,3443,2445,58,Big Data,Big Data 22
3443,3444,5229,193,Security,Security 84
3444,3445,3855,1,Security,Security 18
3445,3446,5142,160,Drivers,Drivers 6
3446,3447,3031,188,Memory Analysis,Memory Analysis 35
3447,3448,7950,198,NLP,NLP 83
3448,3449,6840,109,Artifficial Intelligence,Artifficial Intelligence 73
3449,3450,8885,111,CPU Analysis,CPU Analysis 28
3450,3451,2558,63,Modelling,Modelling 39
3451,3452,6020,94,Semantic Web,Semantic Web 68
3452,3453,4579,103,Semantic Web,Semantic Web 73
3453,3454,5662,85,Autonomus Multi-Robot,Autonomus Multi-Robot 83
3454,3455,7100,139,NLP,NLP 78
3455,3456,4398,198,NLP,NLP 57
3456,3457,6807,192,Memory Analysis,Memory Analysis 9
3457,3458,7131,104,NLP,NLP 16
3458,3459,1147,184,Big Data,Big Data 80
3459,3460,8924,81,Grid Computing,Grid Computing 32
3460,3461,8872,113,Security,Security 57
3461,3462,2464,124,Autonomous Robotics,Autonomous Robotics 89
3462,3463,5708,59,Artifficial Intelligence,Artifficial Intelligence 9
3463,3464,5251,12,Animation,Animation 4
3464,3465,4798,28,Animation,Animation 56
3465,3466,196,200,Autonomus Multi-Robot,Autonomus Multi-Robot 64
3466,3467,5405,106,Animation,Animation 44
3467,3468,2029,45,Security,Security 35
3468,3469,4728,184,Big Data,Big Data 46
3469,3470,7157,47,Operating Systems,Operating Systems 49
3470,3471,6486,161,Animation,Animation 67
3471,3472,8274,118,Memory Analysis,Memory Analysis 55
3472,3473,9202,12,Unity Games,Unity Games 80
3473,3474,3185,198,Human Computer Interaction,Human Computer Interaction 60
3474,3475,4765,47,Operating Systems,Operating Systems 16
3475,3476,9755,84,CPU Analysis,CPU Analysis 78
3476,3477,4585,56,Autonomous Robotics,Autonomous Robotics 48
3477,3478,3688,140,Semantic Web,Semantic Web 54
3478,3479,9277,75,Security,Security 69
3479,3480,9096,19,Animation,Animation 94
3480,3481,7352,152,NLP,NLP 100
3481,3482,463,2,Machine Learning,Machine Learning 60
3482,3483,1409,166,Memory Analysis,Memory Analysis 65
3483,3484,3586,138,Algorithms Analysis,Algorithms Analysis 94
3484,3485,8886,114,Cluster Computing,Cluster Computing 95
3485,3486,1820,64,Autonomus Multi-Robot,Autonomus Multi-Robot 73
3486,3487,9292,105,Cluster Computing,Cluster Computing 17
3487,3488,8984,39,Compilers,Compilers 36
3488,3489,9156,124,Autonomus Multi-Robot,Autonomus Multi-Robot 33
3489,3490,603,75,Security,Security 35
3490,3491,5065,106,Unity Games,Unity Games 27
3491,3492,9514,178,Autonomous Robotics,Autonomous Robotics 9
3492,3493,634,144,Modelling,Modelling 39
3493,3494,2813,49,Animation,Animation 82
3494,3495,5276,138,Machine Learning,Machine Learning 13
3495,3496,4449,61,Machine Learning,Machine Learning 53
3496,3497,5554,158,Animation,Animation 81
3497,3498,2502,168,Security,Security 47
3498,3499,4543,30,Animation,Animation 25
3499,3500,5033,155,NLP,NLP 11
3500,3501,6502,19,Modelling,Modelling 8
3501,3502,4787,131,Autonomus Multi-Robot,Autonomus Multi-Robot 27
3502,3503,1850,82,Cluster Computing,Cluster Computing 34
3503,3504,6013,196,Autonomous Robotics,Autonomous Robotics 94
3504,3505,4491,106,Unity Games,Unity Games 42
3505,3506,3315,21,Semantic Web,Semantic Web 62
3506,3507,9520,143,CPU Analysis,CPU Analysis 13
3507,3508,3054,83,Memory Analysis,Memory Analysis 15
3508,3509,8512,133,NLP,NLP 55
3509,3510,440,95,Algorithms Analysis,Algorithms Analysis 63
3510,3511,4524,113,Drivers,Drivers 73
3511,3512,3029,68,NLP,NLP 74
3512,3513,3068,139,Semantic Web,Semantic Web 96
3513,3514,2114,77,Autonomus Multi-Robot,Autonomus Multi-Robot 27
3514,3515,8834,179,Semantic Web,Semantic Web 38
3515,3516,8205,186,Compilers,Compilers 22
3516,3517,9839,61,Artifficial Intelligence,Artifficial Intelligence 97
3517,3518,5352,174,Autonomous Robotics,Autonomous Robotics 79
3518,3519,95,161,Unity Games,Unity Games 2
3519,3520,1629,88,Semantic Web,Semantic Web 73
3520,3521,9684,17,Grid Computing,Grid Computing 31
3521,3522,9001,74,Artifficial Intelligence,Artifficial Intelligence 66
3522,3523,404,59,Algorithms Analysis,Algorithms Analysis 39
3523,3524,38,31,Compilers,Compilers 95
3524,3525,2791,195,CPU Analysis,CPU Analysis 89
3525,3526,1762,66,Autonomus Multi-Robot,Autonomus Multi-Robot 72
